taxon,lfc,se,W,p,q,diff_robust,passed_ss,Fraction,Kingdom,Phylum,Class,Order,Family,Genus,Lowest,label
ASV2006,-1.074919898,0.666736994,-1.612209775,0.1199904,0.299048238,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,Acidimicrobiaceae,ASV2006_Acidimicrobiaceae
ASV2007,1.091249301,0.5933913,1.839004552,0.078320045,0.224734373,FALSE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,Pontibacter,ASV2007_Pontibacter
ASV201,2.225393669,0.718346471,3.097939169,0.004911749,0.042032402,FALSE,FALSE,BONCAT,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,Acidimicrobiaceae,ASV201_Acidimicrobiaceae
ASV2018,0.435752751,0.573613786,0.759662269,0.454854226,0.653913131,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,Solirubrobacteraceae,ASV2018_Solirubrobacteraceae
ASV2032,-2.209221841,0.691531532,-3.194679837,0.003890461,0.03800077,TRUE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter,ASV2032_Segetibacter
ASV2039,0.24616014,0.505463191,0.48699914,0.630677229,0.785706643,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV2039_WD2101_Bulk_group
ASV2051,-1.176401582,0.598158737,-1.96670467,0.06088341,0.188699543,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,Acidimicrobiaceae,ASV2051_Acidimicrobiaceae
ASV206,-1.66355344,0.681243856,-2.441935331,0.022352479,0.108074238,FALSE,TRUE,BONCAT,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV206_Armatimonadaceae
ASV2065,0.207802498,0.494722508,0.420038495,0.67819402,0.814675301,FALSE,TRUE,BONCAT,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,JG30-KF-CM45,ASV2065_JG30-KF-CM45
ASV2069,-0.056395646,0.568313127,-0.099233404,0.921777177,0.961471831,FALSE,TRUE,BONCAT,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV2069_Armatimonadaceae
ASV207,1.061576763,0.787745475,1.347613915,0.190367483,0.403993744,FALSE,TRUE,BONCAT,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,Blastocatella,ASV207_Blastocatella
ASV2070,-0.699675833,0.494662257,-1.414451626,0.170072448,0.378940223,FALSE,TRUE,BONCAT,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,Roseiflexaceae,ASV2070_Roseiflexaceae
ASV2073,-0.495322771,0.507028191,-0.976913671,0.338356937,0.566055031,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV2073_WD2101_Bulk_group
ASV2074,-0.181205669,0.65082252,-0.278425628,0.783070465,0.887695415,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV2074_WD2101_Bulk_group
ASV2077,-1.151278645,0.531374309,-2.166605772,0.040416142,0.14803943,FALSE,TRUE,BONCAT,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV2077_AKIW781
ASV2079,0.244323798,0.512388947,0.476832687,0.637794375,0.791899995,FALSE,TRUE,BONCAT,Bacteria,Myxococcota,Polyangiia,Polyangiales,Phaselicystaceae,Phaselicystis,Phaselicystis,ASV2079_Phaselicystis
ASV208,2.269637588,0.770480172,2.945744318,0.00705698,0.052899997,FALSE,TRUE,BONCAT,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,NA,Blastocatellaceae,ASV208_Blastocatellaceae
ASV2086,0.475371463,0.544502829,0.873037637,0.3912941,0.604443122,FALSE,TRUE,BONCAT,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,LWQ8,ASV2086_LWQ8
ASV2087,-1.831113839,0.66890112,-2.737495549,0.011473969,0.069658382,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Solirubrobacter,ASV2087_Solirubrobacter
ASV2093,-0.71657409,0.635977782,-1.126728182,0.270997501,0.492583804,FALSE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter,ASV2093_Flavisolibacter
ASV2094,-0.592900565,0.557544488,-1.063413913,0.298177526,0.52140627,FALSE,TRUE,BONCAT,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,JGI 0001001-H03,JGI_0001001-H03,ASV2094_JGI_0001001-H03
ASV2097,-1.732824764,0.672425299,-2.576977347,0.0165419,0.089435086,FALSE,FALSE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,Cytophaga,ASV2097_Cytophaga
ASV21,-1.007923409,0.63949692,-1.576119254,0.128089683,0.315172323,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rubellimicrobium,Rubellimicrobium,ASV21_Rubellimicrobium
ASV210,1.214938069,0.910236398,1.33475004,0.194483195,0.409249214,FALSE,TRUE,BONCAT,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,Blastocatella,ASV210_Blastocatella
ASV2103,0.156905843,0.571649159,0.274479268,0.786065171,0.887996519,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV2103_WD2101_Bulk_group
ASV2109,-0.930935115,0.460649325,-2.020919307,0.054579244,0.174762017,FALSE,TRUE,BONCAT,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,Roseiflexaceae,ASV2109_Roseiflexaceae
ASV2110,-1.233550647,0.561262677,-2.197813425,0.037850912,0.146547456,FALSE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Cnuella,Cnuella,ASV2110_Cnuella
ASV2112,-0.409228034,0.465238717,-0.879608725,0.387794075,0.601921141,FALSE,TRUE,BONCAT,Bacteria,Myxococcota,Polyangiia,Haliangiales,Haliangiaceae,NA,Haliangiaceae,ASV2112_Haliangiaceae
ASV212,0.623239397,0.717654534,0.868439295,0.393755454,0.605344235,FALSE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter,ASV212_Flavisolibacter
ASV2122,0.152903135,0.555366933,0.27531912,0.785427563,0.887996519,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Actinobacteria,Euzebyales,Euzebyaceae,NA,Euzebyaceae,ASV2122_Euzebyaceae
ASV2127,0.05198282,0.553461401,0.093923117,0.925949957,0.962788826,FALSE,TRUE,BONCAT,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Chthoniobacter,ASV2127_Chthoniobacter
ASV2135,-0.89255118,0.547040917,-1.631598572,0.115818219,0.291656818,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,Gemmata,ASV2135_Gemmata
ASV214,-2.735856644,0.72822363,-3.756890785,9.72E-04,0.017082822,TRUE,TRUE,BONCAT,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,NA,Deinococcaceae,ASV214_Deinococcaceae
ASV2142,-0.298055965,0.510038731,-0.584379082,0.56441865,0.735569858,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,Pirellula,ASV2142_Pirellula
ASV2145,-0.684775968,0.577202546,-1.186370319,0.247088116,0.470200035,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Zavarzinella,Zavarzinella,ASV2145_Zavarzinella
ASV2152,0.338190029,0.549699892,0.615226661,0.544195206,0.722852698,FALSE,TRUE,BONCAT,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,LWQ8,ASV2152_LWQ8
ASV2154,-0.196227196,0.526845256,-0.372456985,0.71282151,0.843694492,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,Tundrisphaera,ASV2154_Tundrisphaera
ASV2155,-0.550357612,0.582152713,-0.945383573,0.353884512,0.57707643,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,Gemmata,ASV2155_Gemmata
ASV216,-4.024678958,0.726925603,-5.536576152,1.08E-05,5.20E-04,TRUE,TRUE,BONCAT,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus,ASV216_Deinococcus
ASV2165,0.71837332,0.715266691,1.004343316,0.32523248,0.549824839,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas,ASV2165_Sphingomonas
ASV2166,0.322344655,0.499361263,0.645513938,0.52471822,0.706704349,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,Gemmataceae,ASV2166_Gemmataceae
ASV2171,-0.28616123,0.577861647,-0.495207167,0.624957527,0.78281597,FALSE,TRUE,BONCAT,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Halalkalibacter,Halalkalibacter,ASV2171_Halalkalibacter
ASV2179,-1.150929787,0.529292456,-2.174468526,0.039755467,0.14803943,FALSE,TRUE,BONCAT,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,NA,Longimicrobiaceae,ASV2179_Longimicrobiaceae
ASV218,-5.181618512,0.586017301,-8.84209135,5.13E-09,4.96E-06,TRUE,TRUE,BONCAT,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,Gemmatimonadaceae,ASV218_Gemmatimonadaceae
ASV2182,-0.011910953,0.630721997,-0.018884633,0.985089263,0.988166359,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,67-14,ASV2182_67-14
ASV2184,0.202571365,0.557575324,0.363307621,0.719555622,0.850623822,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,Sphingomonadaceae,ASV2184_Sphingomonadaceae
ASV2185,-0.363671033,0.572501727,-0.63523133,0.531287924,0.712559532,FALSE,TRUE,BONCAT,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Pseudobdellovibrionaceae,NA,Pseudobdellovibrionaceae,ASV2185_Pseudobdellovibrionaceae
ASV2191,-0.648729212,0.54904667,-1.181555681,0.248958033,0.470200035,FALSE,TRUE,BONCAT,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV2191_Abditibacterium
ASV2192,0.733572657,0.632651909,1.159520182,0.257650538,0.481915672,FALSE,TRUE,BONCAT,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,Luteolibacter,ASV2192_Luteolibacter
ASV22,1.371046167,0.593263395,2.311024374,0.029735543,0.12394082,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas,ASV22_Sphingomonas
ASV2204,-0.907650087,0.556267766,-1.63167838,0.115801299,0.291656818,FALSE,TRUE,BONCAT,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,AKYG1722,NA,AKYG1722,ASV2204_AKYG1722
ASV2205,0.213777886,0.50568406,0.422749901,0.676241509,0.814675301,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,PMMR1,PMMR1,ASV2205_PMMR1
ASV221,-1.102184695,0.800537603,-1.376805649,0.181280999,0.392167172,FALSE,TRUE,BONCAT,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV221_Armatimonadaceae
ASV2228,0.633417972,0.508224524,1.24633492,0.224669955,0.443379278,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,Ilumatobacter,ASV2228_Ilumatobacter
ASV223,-2.27572253,0.947920218,-2.400753236,0.024469503,0.111618143,FALSE,TRUE,BONCAT,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus,ASV223_Deinococcus
ASV2243,-0.523970717,0.556673121,-0.941253847,0.355953227,0.577783235,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,Conexibacter,ASV2243_Conexibacter
ASV225,0.400357401,0.855720325,0.467860105,0.644105405,0.796483282,FALSE,TRUE,BONCAT,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,Vicinamibacteraceae,ASV225_Vicinamibacteraceae
ASV2255,-0.150919471,0.57045536,-0.264559651,0.793607483,0.890807427,FALSE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Sporocytophaga,Sporocytophaga,ASV2255_Sporocytophaga
ASV226,-0.43576679,0.848875555,-0.513345906,0.612402938,0.778178241,FALSE,TRUE,BONCAT,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Stenotrophobacter,Stenotrophobacter,ASV226_Stenotrophobacter
ASV2265,-1.156849867,0.527496982,-2.193092863,0.038229246,0.146547456,FALSE,TRUE,BONCAT,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,OLB17,OLB17,ASV2265_OLB17
ASV227,0.307005146,0.909302515,0.337627072,0.738579499,0.862915662,FALSE,TRUE,BONCAT,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,Gemmatimonadaceae,ASV227_Gemmatimonadaceae
ASV2270,-1.209213303,0.553117051,-2.186179763,0.038789471,0.147095759,FALSE,TRUE,BONCAT,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV2270_AKIW781
ASV2271,-1.365290812,0.636321188,-2.145600112,0.04222995,0.152374484,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,Solirubrobacteraceae,ASV2271_Solirubrobacteraceae
ASV228,0.525286245,0.654906022,0.802078814,0.430378231,0.633448629,FALSE,TRUE,BONCAT,Bacteria,Bacillota,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus,ASV228_Brevibacillus
ASV2284,-0.849566631,0.51264291,-1.657228871,0.11048969,0.284136006,FALSE,TRUE,BONCAT,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,JG30-KF-CM45,ASV2284_JG30-KF-CM45
ASV2289,-0.178995272,0.643405304,-0.27819987,0.783241691,0.887695415,FALSE,TRUE,BONCAT,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV2289_Armatimonadaceae
ASV229,0.166537425,0.854475378,0.194900204,0.847111589,0.91833734,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas,ASV229_Sphingomonas
ASV23,0.145294256,0.636442885,0.228291115,0.821353842,0.900509257,FALSE,TRUE,BONCAT,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV23_AKIW781
ASV2302,0.795931764,0.573156874,1.388680481,0.177684079,0.388734174,FALSE,TRUE,BONCAT,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,LWQ8,ASV2302_LWQ8
ASV2308,-1.496812154,0.539009894,-2.776966011,0.010474049,0.066648551,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,Acidimicrobiaceae,ASV2308_Acidimicrobiaceae
ASV231,-0.049064094,0.478189808,-0.102603805,0.919129923,0.961471831,FALSE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomataceae,NA,Spirosomataceae,ASV231_Spirosomataceae
ASV2312,0.46375077,0.53860972,0.861014483,0.397750724,0.608120748,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,Sphingomonadaceae,ASV2312_Sphingomonadaceae
ASV2313,-1.586240453,0.551095693,-2.878339412,0.008270184,0.057123345,FALSE,FALSE,BONCAT,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV2313_AKIW781
ASV2317,-1.148056265,0.555005881,-2.068547928,0.049525738,0.164217034,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter,ASV2317_Caulobacter
ASV2319,-1.413464116,0.562038184,-2.514889837,0.019012656,0.09779382,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,Gemmataceae,ASV2319_Gemmataceae
ASV232,-2.380185062,0.609918315,-3.902465304,6.74E-04,0.013511928,TRUE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomataceae,Telluribacter,Telluribacter,ASV232_Telluribacter
ASV2328,-0.139273345,0.557554266,-0.249793344,0.804872858,0.893584448,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Parviterribacter,Parviterribacter,ASV2328_Parviterribacter
ASV2336,-0.581042821,0.569381492,-1.020480695,0.317677729,0.541789001,FALSE,TRUE,BONCAT,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,NA,Longimicrobiaceae,ASV2336_Longimicrobiaceae
ASV2343,-0.011355914,0.516992696,-0.021965328,0.982657218,0.988166359,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV2343_WD2101_Bulk_group
ASV235,0.095432338,0.825491557,0.115606679,0.908926127,0.956399962,FALSE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter,ASV235_Flavisolibacter
ASV236,-0.450476042,0.83752584,-0.537865247,0.595623149,0.76795678,FALSE,TRUE,BONCAT,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas,ASV236_Gemmatimonas
ASV2364,-0.700494171,0.51114409,-1.370443647,0.183231578,0.394598212,FALSE,TRUE,BONCAT,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Bryobacter,ASV2364_Bryobacter
ASV2367,0.596731167,0.605468867,0.985568705,0.334177159,0.561998805,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Actinobacteria,Euzebyales,Euzebyaceae,Euzebya,Euzebya,ASV2367_Euzebya
ASV2369,-0.677409203,0.536696515,-1.262182973,0.219011071,0.435631142,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,Acidimicrobiaceae,ASV2369_Acidimicrobiaceae
ASV237,0.045573607,0.528941856,0.086159957,0.932054053,0.964509535,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,Isosphaeraceae,ASV237_Isosphaeraceae
ASV2370,-1.468950751,0.671533554,-2.187456968,0.038685414,0.147095759,FALSE,TRUE,BONCAT,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Chloroflexaceae,FFCH7168,FFCH7168,ASV2370_FFCH7168
ASV2371,-1.250849199,0.591474219,-2.114799189,0.045022009,0.154687605,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas,ASV2371_Sphingomonas
ASV2375,0.072616672,0.531114583,0.136725058,0.892388605,0.944135428,FALSE,TRUE,BONCAT,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV2375_Armatimonadaceae
ASV2378,-0.261128737,0.440205676,-0.593197115,0.558598503,0.731930559,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,Pirellulaceae,ASV2378_Pirellulaceae
ASV238,-2.142373037,0.88491658,-2.420988697,0.023407186,0.111501224,FALSE,TRUE,BONCAT,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV238_AKIW781
ASV2384,-1.232164608,0.510544683,-2.413431479,0.023798846,0.111618143,FALSE,TRUE,BONCAT,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Chthoniobacter,ASV2384_Chthoniobacter
ASV2391,-0.068933899,0.570433743,-0.120844707,0.904820079,0.953655427,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,TRA3-20,NA,TRA3-20,ASV2391_TRA3-20
ASV2397,-0.45471761,0.598911397,-0.759240202,0.4551019,0.653913131,FALSE,TRUE,BONCAT,Bacteria,Chloroflexota,Anaerolineae,Ardenticatenales,Ardenticatenaceae,NA,Ardenticatenaceae,ASV2397_Ardenticatenaceae
ASV2411,0.065574849,0.662743665,0.098944513,0.922004127,0.961471831,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Phenylobacterium,ASV2411_Phenylobacterium
ASV2419,-0.295115872,0.586995983,-0.502756204,0.61971815,0.782333487,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV2419_WD2101_Bulk_group
ASV2421,-0.602153347,0.553372488,-1.088151941,0.287335175,0.508888488,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,Isosphaeraceae,ASV2421_Isosphaeraceae
ASV243,3.209232062,0.694515315,4.620822595,1.09E-04,0.003761352,TRUE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter,ASV243_Segetibacter
ASV2444,-1.458659914,0.61017511,-2.390559514,0.02502131,0.111618143,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA,Ilumatobacteraceae,ASV2444_Ilumatobacteraceae
ASV245,0.466597205,0.718762357,0.649167559,0.522394564,0.705524502,FALSE,TRUE,BONCAT,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,NA,Pyrinomonadaceae,ASV245_Pyrinomonadaceae
ASV2451,0.056187895,0.50045225,0.112274238,0.911539756,0.958107548,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,B1-7BS,NA,B1-7BS,ASV2451_B1-7BS
ASV2459,0.726767376,0.523018143,1.38956437,0.177418622,0.388734174,FALSE,TRUE,BONCAT,Bacteria,SAR324 clade(Marine group B),Incertae Sedis,Incertae Sedis,Incertae Sedis,Candidatus Nitrosoarchaeum,Candidatus_Nitrosoarchaeum,ASV2459_Candidatus_Nitrosoarchaeum
ASV2465,-0.682716347,0.505834314,-1.349683736,0.189711671,0.403993744,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,Gemmataceae,ASV2465_Gemmataceae
ASV2468,-1.511056896,0.648130631,-2.331407936,0.028455485,0.119636756,FALSE,TRUE,BONCAT,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,NA,Longimicrobiaceae,ASV2468_Longimicrobiaceae
ASV248,-1.254503335,0.658826609,-1.904147947,0.06894685,0.205776557,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,Solirubrobacteraceae,ASV248_Solirubrobacteraceae
ASV249,4.077858347,0.575923497,7.080555608,2.55E-07,4.11E-05,TRUE,TRUE,BONCAT,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,Candidatus_Udaeobacter,ASV249_Candidatus_Udaeobacter
ASV25,2.365634092,0.586806195,4.031372048,4.87E-04,0.01023204,FALSE,FALSE,BONCAT,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,Candidatus_Udaeobacter,ASV25_Candidatus_Udaeobacter
ASV2514,-0.17355503,0.58870292,-0.294809188,0.770674764,0.884340909,FALSE,TRUE,BONCAT,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Chthoniobacter,ASV2514_Chthoniobacter
ASV252,-0.342376569,0.813544712,-0.420845423,0.677612702,0.814675301,FALSE,TRUE,BONCAT,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,NA,Deinococcaceae,ASV252_Deinococcaceae
ASV253,0.803198259,0.673205621,1.193094998,0.24449391,0.470031035,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,Gemmata,ASV253_Gemmata
ASV2530,-1.031247136,0.560562159,-1.839665984,0.078219584,0.224734373,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingoaurantiacus,Sphingoaurantiacus,ASV2530_Sphingoaurantiacus
ASV2533,0.426667984,0.614410287,0.694434962,0.494077621,0.681559286,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia,ASV2533_Tautonia
