taxon,lfc,se,W,p,q,diff_robust,passed_ss,Fraction,Kingdom,Phylum,Class,Order,Family,Genus,Lowest,label
ASV1607,-2.80661278,0.625380576,-4.487847702,1.53E-04,0.004765113,TRUE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter,ASV1607_Caulobacter
ASV1609,-0.733745195,0.569255442,-1.28895596,0.20969945,0.425113978,FALSE,TRUE,BONCAT,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV1609_AKIW781
ASV1610,-1.015849681,0.508809682,-1.996521914,0.057340968,0.181196745,FALSE,TRUE,BONCAT,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,NA,Hydrogenedensaceae,ASV1610_Hydrogenedensaceae
ASV1613,1.010946861,0.605369912,1.669965488,0.107919246,0.2802259,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,Gaiella,ASV1613_Gaiella
ASV1616,0.441733186,0.536522358,0.823326706,0.41842869,0.624109893,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV1616_WD2101_Bulk_group
ASV1618,-1.241012619,0.749480101,-1.655831313,0.110774844,0.284136006,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter,ASV1618_Caulobacter
ASV1623,-0.185578452,0.53689637,-0.345650413,0.73261691,0.857676214,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,Pirellula,ASV1623_Pirellula
ASV1624,-0.127697887,0.552836194,-0.230986842,0.819282851,0.900509257,FALSE,TRUE,BONCAT,Bacteria,Myxococcota,Polyangiia,Polyangiales,BIrii41,NA,BIrii41,ASV1624_BIrii41
ASV1626,-0.533286934,0.596430017,-0.894131614,0.380130844,0.596731374,FALSE,TRUE,BONCAT,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas,ASV1626_Gemmatimonas
ASV1630,-1.390005027,0.582071527,-2.388031302,0.025159928,0.111618143,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes,ASV1630_Actinoplanes
ASV1631,-0.914428776,0.558702803,-1.636699818,0.114740869,0.290456597,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV1631_WD2101_Bulk_group
ASV1632,-0.423581529,0.65621119,-0.645495742,0.524729806,0.706704349,FALSE,TRUE,BONCAT,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,Sumerlaea,ASV1632_Sumerlaea
ASV1634,-1.04173216,0.514502145,-2.024738226,0.054157793,0.173988657,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,Acetobacteraceae,ASV1634_Acetobacteraceae
ASV1635,-0.501463326,0.614551259,-0.815982912,0.422535081,0.627659673,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV1635_WD2101_Bulk_group
ASV1636,-0.503453278,0.578207478,-0.870713882,0.392536692,0.604791519,FALSE,TRUE,BONCAT,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,Vicinamibacteraceae,ASV1636_Vicinamibacteraceae
ASV1643,0.382105264,0.583193137,0.655195062,0.518573474,0.7023257,FALSE,TRUE,BONCAT,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,NA,Chthoniobacteraceae,ASV1643_Chthoniobacteraceae
ASV1648,-0.016663058,0.429765467,-0.038772445,0.969392538,0.986002349,FALSE,TRUE,BONCAT,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,JG30-KF-CM45,ASV1648_JG30-KF-CM45
ASV1652,0.230942775,0.498843859,0.462956035,0.647566382,0.797376632,FALSE,TRUE,BONCAT,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,Gemmatimonadaceae,ASV1652_Gemmatimonadaceae
ASV1654,1.063409419,0.630682145,1.686125774,0.104730477,0.27817181,FALSE,TRUE,BONCAT,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,NA,Blastocatellaceae,ASV1654_Blastocatellaceae
ASV1658,-0.51572348,0.542241893,-0.951094864,0.351036878,0.574369986,FALSE,TRUE,BONCAT,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Bryobacter,ASV1658_Bryobacter
ASV166,1.598534611,0.662803957,2.411775901,0.023885451,0.111618143,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,Altererythrobacter,ASV166_Altererythrobacter
ASV1669,-1.476120239,0.651643477,-2.265226756,0.032805557,0.133289804,FALSE,TRUE,BONCAT,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV1669_AKIW781
ASV1677,-0.508820241,0.719884652,-0.706808014,0.486492182,0.676757203,FALSE,TRUE,BONCAT,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV1677_Armatimonadaceae
ASV1687,0.994885725,0.528556316,1.882270052,0.071979487,0.212207817,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,Gemmataceae,ASV1687_Gemmataceae
ASV169,-0.486254594,0.803456136,-0.60520366,0.55072402,0.724557997,FALSE,TRUE,BONCAT,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,Roseisolibacter,ASV169_Roseisolibacter
ASV1692,-0.65186086,0.760939809,-0.85665233,0.400110063,0.609301466,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,Solirubrobacteraceae,ASV1692_Solirubrobacteraceae
ASV1694,0.16440451,0.581972223,0.282495459,0.779985639,0.886563929,FALSE,TRUE,BONCAT,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV1694_Abditibacterium
ASV1698,0.563670181,0.510572153,1.103997109,0.280540758,0.503898101,FALSE,TRUE,BONCAT,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,NA,Longimicrobiaceae,ASV1698_Longimicrobiaceae
ASV1706,-1.432569893,0.700408656,-2.045334363,0.051934237,0.169663537,FALSE,TRUE,BONCAT,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV1706_AKIW781
ASV1708,-0.875591693,0.576983268,-1.517533943,0.142195224,0.342899705,FALSE,TRUE,BONCAT,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,NA,Longimicrobiaceae,ASV1708_Longimicrobiaceae
ASV1709,-0.979877126,0.711323271,-1.37754122,0.181056535,0.392167172,FALSE,TRUE,BONCAT,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,NA,Deinococcaceae,ASV1709_Deinococcaceae
ASV1714,0.099473513,0.569194035,0.174762043,0.86273256,0.925926123,FALSE,TRUE,BONCAT,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,Gemmatimonadaceae,ASV1714_Gemmatimonadaceae
ASV1715,0.119672964,0.711895875,0.168104589,0.867909596,0.927368596,FALSE,TRUE,BONCAT,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV1715_Armatimonadaceae
ASV172,-1.194094511,0.69232118,-1.72476958,0.097426541,0.26389766,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Microvirga,Microvirga,ASV172_Microvirga
ASV1720,-0.621860378,0.590105055,-1.053813,0.302462836,0.527038101,FALSE,TRUE,BONCAT,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,Vicinamibacteraceae,ASV1720_Vicinamibacteraceae
ASV1722,-1.17995242,0.489426954,-2.410885651,0.023932141,0.111618143,FALSE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,Chitinophagaceae,ASV1722_Chitinophagaceae
ASV1731,-0.053091958,0.624934894,-0.084955983,0.933001116,0.964509535,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,Gemmata,ASV1731_Gemmata
ASV1732,0.371575007,0.581025461,0.639515877,0.528545083,0.70986541,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Tepidisphaera,Tepidisphaera,ASV1732_Tepidisphaera
ASV1733,0.077511801,0.554184874,0.139866323,0.889932779,0.943569806,FALSE,TRUE,BONCAT,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Verrucomicrobiaceae,NA,Verrucomicrobiaceae,ASV1733_Verrucomicrobiaceae
ASV174,2.05024142,0.646621615,3.170697317,0.004122672,0.038435642,FALSE,FALSE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,Adhaeribacter,ASV174_Adhaeribacter
ASV1741,-1.322604586,0.587760197,-2.250245242,0.033870814,0.136020907,FALSE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter,ASV1741_Hymenobacter
ASV1742,0.445174409,0.531850684,0.83702893,0.410833974,0.615410215,FALSE,TRUE,BONCAT,Bacteria,Myxococcota,Polyangiia,Polyangiales,BIrii41,NA,BIrii41,ASV1742_BIrii41
ASV1747,0.524594636,0.55016694,0.953519012,0.349832887,0.574369986,FALSE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter,ASV1747_Flavisolibacter
ASV1764,-0.567018085,0.433027318,-1.309427977,0.20278724,0.418113564,FALSE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomataceae,NA,Spirosomataceae,ASV1764_Spirosomataceae
ASV1765,-1.487766244,0.544914739,-2.730273449,0.011666414,0.069658382,FALSE,TRUE,BONCAT,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,Sumerlaea,ASV1765_Sumerlaea
ASV1766,-0.839733295,0.565414678,-1.485163593,0.150518144,0.349043274,FALSE,TRUE,BONCAT,Bacteria,Bacillota,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Sporacetigenium,Sporacetigenium,ASV1766_Sporacetigenium
ASV1769,0.604893666,0.531066531,1.139016736,0.2659379,0.487973338,FALSE,TRUE,BONCAT,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV1769_AKIW781
ASV1788,-0.698152554,0.605682803,-1.15267026,0.260397795,0.483310302,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV1788_WD2101_Bulk_group
ASV1789,-1.885604343,0.706211394,-2.670028207,0.013394428,0.077145106,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia,ASV1789_Massilia
ASV1799,0.157518779,0.618742707,0.254578805,0.801217126,0.892600185,FALSE,TRUE,BONCAT,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,Sumerlaea,ASV1799_Sumerlaea
ASV1800,0.608348489,0.535442261,1.136160765,0.267107587,0.489191358,FALSE,TRUE,BONCAT,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV1800_AKIW781
ASV1809,-0.210417535,0.510156578,-0.412456771,0.683665872,0.815872642,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovarius,Rhodovarius,ASV1809_Rhodovarius
ASV1810,-0.635947933,0.499259573,-1.273782151,0.21493879,0.430322588,FALSE,TRUE,BONCAT,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV1810_Abditibacterium
ASV1812,0.614283079,0.560135844,1.096668042,0.283668916,0.504242357,FALSE,TRUE,BONCAT,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,AKYG1722,NA,AKYG1722,ASV1812_AKYG1722
ASV1815,0.636365577,0.536920425,1.185213948,0.247536272,0.470200035,FALSE,TRUE,BONCAT,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV1815_Abditibacterium
ASV1817,-0.657683854,0.476604297,-1.379936895,0.180327,0.392167172,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,Isosphaeraceae,ASV1817_Isosphaeraceae
ASV1822,-0.154776001,0.665500401,-0.232570861,0.818066554,0.900509257,FALSE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Nibribacter,Nibribacter,ASV1822_Nibribacter
ASV1825,0.269463951,0.550097644,0.489847491,0.628689685,0.784442485,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV1825_WD2101_Bulk_group
ASV1828,1.13978085,0.562165491,2.027482778,0.053856693,0.173598073,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,PMMR1,PMMR1,ASV1828_PMMR1
ASV183,-1.425059375,0.744111887,-1.915114379,0.067469142,0.202616957,FALSE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomataceae,Fibrella,Fibrella,ASV183_Fibrella
ASV1840,-0.597015079,0.522150061,-1.143378359,0.264158804,0.486555359,FALSE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter,ASV1840_Hymenobacter
ASV1843,-0.224064269,0.512892023,-0.436864406,0.666115129,0.808957157,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,CL500-29_marine_group,ASV1843_CL500-29_marine_group
ASV1848,-0.926007605,0.552947834,-1.674674441,0.106981736,0.279598214,FALSE,TRUE,BONCAT,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas,ASV1848_Gemmatimonas
ASV185,2.317533771,0.800796345,2.894036401,0.007971089,0.057096613,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,Sphingomonadaceae,ASV185_Sphingomonadaceae
ASV1850,0.575670508,0.586341568,0.981800608,0.335992517,0.563093179,FALSE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,NA,Sphingobacteriaceae,ASV1850_Sphingobacteriaceae
ASV1851,-0.394566827,0.623134546,-0.633196843,0.532593026,0.712657717,FALSE,TRUE,BONCAT,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Verrucomicrobiaceae,NA,Verrucomicrobiaceae,ASV1851_Verrucomicrobiaceae
ASV186,-0.62997514,0.774581526,-0.813310308,0.424035719,0.627936509,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus,Blastococcus,ASV186_Blastococcus
ASV1860,0.021419809,0.54714323,0.039148449,0.969095873,0.986002349,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,Gemmata,ASV1860_Gemmata
ASV1862,0.010899891,0.628428301,0.017344684,0.986305027,0.988349182,FALSE,TRUE,BONCAT,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV1862_Armatimonadaceae
ASV1867,-0.567768262,0.644999338,-0.880261774,0.387447347,0.601921141,FALSE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter,ASV1867_Flavisolibacter
ASV1868,0.242027417,0.470697133,0.514189273,0.611822101,0.778178241,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides,ASV1868_Nocardioides
ASV1870,-0.893807827,0.70694658,-1.264321594,0.218255837,0.435161638,FALSE,TRUE,BONCAT,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV1870_Armatimonadaceae
ASV1872,-0.603514853,0.453639215,-1.330385101,0.195895401,0.409249214,FALSE,TRUE,BONCAT,Bacteria,Myxococcota,Polyangiia,Polyangiales,Polyangiaceae,Jahnella,Jahnella,ASV1872_Jahnella
ASV1879,-0.23977245,0.616849153,-0.388705162,0.70092132,0.832666973,FALSE,TRUE,BONCAT,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,A4b,NA,A4b,ASV1879_A4b
ASV1881,0.793375014,0.533708098,1.486533588,0.150158058,0.349043274,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,Gemmata,ASV1881_Gemmata
ASV1889,-1.82665813,0.660397306,-2.765998761,0.010743301,0.066648551,FALSE,TRUE,BONCAT,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,Roseiflexaceae,ASV1889_Roseiflexaceae
ASV189,0.661140399,0.652463494,1.013298682,0.321024778,0.544615721,FALSE,TRUE,BONCAT,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,JGI 0001001-H03,JGI_0001001-H03,ASV189_JGI_0001001-H03
ASV1892,-0.921944527,0.546019057,-1.688484158,0.104271833,0.27777097,FALSE,TRUE,BONCAT,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,Sumerlaea,ASV1892_Sumerlaea
ASV1897,0.243552328,0.510996732,0.476622085,0.637942188,0.791899995,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium,ASV1897_Novosphingobium
ASV19,-0.13380249,0.682853146,-0.195946216,0.846301892,0.91833734,FALSE,TRUE,BONCAT,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Aridibacter,Aridibacter,ASV19_Aridibacter
ASV1901,0.097823791,0.508787722,0.19226838,0.849149589,0.919515848,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,67-14,ASV1901_67-14
ASV1905,-0.555329837,0.589733962,-0.941661619,0.355748601,0.577783235,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,Gemmataceae,ASV1905_Gemmataceae
ASV1906,-1.004375625,0.68521235,-1.465787396,0.155686238,0.357597606,FALSE,TRUE,BONCAT,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV1906_Armatimonadaceae
ASV1909,-0.303439994,0.518787932,-0.584901797,0.564072779,0.735569858,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Methylobacterium,Methylobacterium,ASV1909_Methylobacterium
ASV1910,-0.290795082,0.505895922,-0.574812069,0.570768064,0.741220076,FALSE,TRUE,BONCAT,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,NA,Deinococcaceae,ASV1910_Deinococcaceae
ASV1911,-1.491068171,0.623371979,-2.391939677,0.024945934,0.111618143,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Cryptosporangiaceae,Cryptosporangium,Cryptosporangium,ASV1911_Cryptosporangium
ASV1912,0.73926349,0.57855097,1.277784549,0.213547158,0.429314141,FALSE,TRUE,BONCAT,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV1912_Armatimonadaceae
ASV1916,0.758258797,0.655425219,1.156895975,0.258700477,0.481915672,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV1916_WD2101_Bulk_group
ASV192,2.208543596,0.751706372,2.938040276,0.007186535,0.053456767,FALSE,TRUE,BONCAT,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,Blastocatella,ASV192_Blastocatella
ASV1921,0.523963887,0.55685116,0.94094064,0.356110453,0.577783235,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,Gemmataceae,ASV1921_Gemmataceae
ASV1929,0.283382658,0.616897558,0.45936745,0.650104124,0.79778006,FALSE,TRUE,BONCAT,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,NA,Longimicrobiaceae,ASV1929_Longimicrobiaceae
ASV193,-1.548771959,0.711061583,-2.178112269,0.039452613,0.14803943,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Micrococcaceae,NA,Micrococcaceae,ASV193_Micrococcaceae
ASV1932,-0.019276586,0.655381279,-0.029412782,0.976778603,0.988166359,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Baekduia,Baekduia,ASV1932_Baekduia
ASV194,-2.686172411,0.595917265,-4.507626427,1.45E-04,0.004682299,TRUE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Belnapia,Belnapia,ASV194_Belnapia
ASV1943,-0.053552054,0.677864761,-0.079001088,0.937686778,0.965004958,FALSE,TRUE,BONCAT,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV1943_Abditibacterium
ASV1944,1.527974855,0.526317619,2.90314213,0.007802332,0.05672823,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Actinobacteria,Euzebyales,Euzebyaceae,NA,Euzebyaceae,ASV1944_Euzebyaceae
ASV1957,-1.491025737,0.64093256,-2.32633795,0.028769073,0.120431574,FALSE,TRUE,BONCAT,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,A4b,OLB13,OLB13,ASV1957_OLB13
ASV196,0.268544015,0.645093037,0.416287264,0.680899112,0.814903771,FALSE,TRUE,BONCAT,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,Luteolibacter,ASV196_Luteolibacter
ASV1960,0.643819009,0.544217233,1.183018415,0.248388824,0.470200035,FALSE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,Edaphobaculum,ASV1960_Edaphobaculum
ASV1963,0.242595117,0.647341644,0.374755926,0.711133154,0.842727647,FALSE,TRUE,BONCAT,Bacteria,Myxococcota,Polyangiia,Polyangiales,Phaselicystaceae,Phaselicystis,Phaselicystis,ASV1963_Phaselicystis
ASV1965,-0.58465808,0.639119772,-0.914786407,0.369403725,0.587630228,FALSE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter,ASV1965_Pedobacter
ASV1976,-1.790913798,0.572307737,-3.129284616,0.004555445,0.040413899,TRUE,TRUE,BONCAT,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV1976_Armatimonadaceae
ASV1981,-0.76191784,0.531748986,-1.432852455,0.164798385,0.371468621,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV1981_WD2101_Bulk_group
ASV1982,-0.327516908,0.53652965,-0.610435803,0.54731078,0.723855111,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 Bulk group,NA,WD2101_Bulk_group,ASV1982_WD2101_Bulk_group
ASV1987,-0.026120731,0.736355695,-0.03547298,0.971995987,0.987311049,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,Fimbriiglobus,ASV1987_Fimbriiglobus
ASV1988,-1.030378831,0.643390305,-1.601483303,0.122351864,0.304149749,FALSE,TRUE,BONCAT,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,Isosphaeraceae,ASV1988_Isosphaeraceae
ASV1989,-0.985465541,0.462086061,-2.132645029,0.043384781,0.153674297,FALSE,TRUE,BONCAT,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Aurantisolimonas,Aurantisolimonas,ASV1989_Aurantisolimonas
ASV199,1.805237533,0.603853422,2.989529356,0.006361973,0.051266899,FALSE,TRUE,BONCAT,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhabdus,Rhizorhabdus,ASV199_Rhizorhabdus
ASV1993,-0.013715453,0.726833124,-0.018870154,0.985100693,0.988166359,FALSE,TRUE,BONCAT,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,Pedosphaera,Pedosphaera,ASV1993_Pedosphaera
ASV1994,-1.259909432,0.574670418,-2.192403492,0.038284781,0.146547456,FALSE,TRUE,BONCAT,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,JCM 18997,JCM_18997,ASV1994_JCM_18997
ASV1999,-1.884590795,0.615216846,-3.063295171,0.005336683,0.044874546,TRUE,TRUE,BONCAT,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV1999_Abditibacterium
ASV20,-3.112389931,0.761991263,-4.084548056,4.25E-04,0.009350357,TRUE,TRUE,BONCAT,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV20_Abditibacterium
