taxon,lfc,se,W,p,q,diff_robust,passed_ss,Biocrust,Kingdom,Phylum,Class,Order,Family,Genus,Lowest,label
ASV1603,-1.135407369,0.392530707,-2.892531332,0.007999315,0.027525201,TRUE,TRUE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Chloroflexaceae,FFCH7168,FFCH7168,ASV1603_FFCH7168
ASV1606,-1.825236503,0.539306332,-3.384415115,0.002449607,0.010598794,TRUE,TRUE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Chloroflexaceae,Candidatus Chloroploca,Candidatus_Chloroploca,ASV1606_Candidatus_Chloroploca
ASV1613,0.901491942,0.552648348,1.631221635,0.11589816,0.231489249,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,Gaiella,ASV1613_Gaiella
ASV1616,-0.031593528,0.542961262,-0.058187444,0.954081094,0.976857503,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV1616_WD2101_soil_group
ASV1623,-0.641172577,0.513077355,-1.249660641,0.223473311,0.385999356,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,Pirellula,ASV1623_Pirellula
ASV1626,-0.344358535,0.445773481,-0.772496682,0.447361487,0.624590958,FALSE,TRUE,D-BSC,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas,ASV1626_Gemmatimonas
ASV1632,0.023704659,0.482071531,0.049172493,0.961188769,0.976857503,FALSE,TRUE,D-BSC,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,Sumerlaea,ASV1632_Sumerlaea
ASV1634,-1.207065693,0.426220428,-2.832022148,0.009216133,0.031264513,TRUE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,Acetobacteraceae,ASV1634_Acetobacteraceae
ASV1635,-0.463498019,0.518920192,-0.893197115,0.38062095,0.561930254,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV1635_WD2101_soil_group
ASV1643,-0.091865162,0.584756483,-0.15709986,0.876480318,0.941085747,FALSE,TRUE,D-BSC,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,NA,Chthoniobacteraceae,ASV1643_Chthoniobacteraceae
ASV1646,-1.858544082,0.583278308,-3.186376138,0.003969396,0.015627264,TRUE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,Roseomonas,ASV1646_Roseomonas
ASV1648,-1.797794627,0.559430573,-3.21361526,0.003716086,0.014898437,TRUE,TRUE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,JG30-KF-CM45,ASV1648_JG30-KF-CM45
ASV1651,-1.586186488,0.503151241,-3.152504374,0.004307679,0.016585512,TRUE,TRUE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,JG30-KF-CM45,ASV1651_JG30-KF-CM45
ASV1652,0.263068596,0.424682144,0.619448215,0.541457652,0.709496233,FALSE,TRUE,D-BSC,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,Gemmatimonadaceae,ASV1652_Gemmatimonadaceae
ASV1654,1.399477065,0.515431408,2.715156749,0.012079113,0.038389619,TRUE,TRUE,D-BSC,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,NA,Blastocatellaceae,ASV1654_Blastocatellaceae
ASV1658,-0.265157041,0.457750595,-0.579260943,0.567810947,0.727981677,FALSE,TRUE,D-BSC,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Bryobacter,ASV1658_Bryobacter
ASV166,1.194178026,0.52455367,2.276560234,0.032020048,0.082797401,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,Altererythrobacter,ASV166_Altererythrobacter
ASV1663,-2.205547388,0.566303025,-3.894641719,6.87E-04,0.003850919,TRUE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,Pontibacter,ASV1663_Pontibacter
ASV1677,0.193655126,0.56047279,0.345521013,0.732712939,0.850453,FALSE,TRUE,D-BSC,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV1677_Armatimonadaceae
ASV1682,-1.408658631,0.508413449,-2.770695059,0.010627214,0.034657405,TRUE,TRUE,D-BSC,Bacteria,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,Rubrobacter,ASV1682_Rubrobacter
ASV1687,0.419584415,0.533161252,0.786974698,0.438999404,0.618847547,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,Gemmataceae,ASV1687_Gemmataceae
ASV169,-1.070554363,0.743927281,-1.439057809,0.163049604,0.303202881,FALSE,TRUE,D-BSC,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,Roseisolibacter,ASV169_Roseisolibacter
ASV1692,0.488586053,0.536398964,0.910863156,0.371425741,0.550213725,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,Solirubrobacteraceae,ASV1692_Solirubrobacteraceae
ASV1694,0.273340242,0.483506023,0.565329549,0.577096909,0.733194158,FALSE,TRUE,D-BSC,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV1694_Abditibacterium
ASV1698,-0.159051355,0.575519069,-0.276361573,0.784636356,0.882589672,FALSE,TRUE,D-BSC,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,NA,Longimicrobiaceae,ASV1698_Longimicrobiaceae
ASV1709,-0.097785242,0.505780989,-0.193335147,0.848323389,0.919894096,FALSE,TRUE,D-BSC,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,NA,Deinococcaceae,ASV1709_Deinococcaceae
ASV1711,-1.902036648,0.547527094,-3.473867626,0.001965291,0.008946167,TRUE,TRUE,D-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV1711_WD2101_soil_group
ASV1714,-0.203295063,0.519633636,-0.391227682,0.699080708,0.82678828,FALSE,TRUE,D-BSC,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,Gemmatimonadaceae,ASV1714_Gemmatimonadaceae
ASV1715,0.577920436,0.584841795,0.988165417,0.332930061,0.512438685,FALSE,TRUE,D-BSC,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV1715_Armatimonadaceae
ASV172,-1.028676334,0.534357047,-1.925073021,0.066151308,0.147867629,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Microvirga,Microvirga,ASV172_Microvirga
ASV1721,-1.259140641,0.579039933,-2.174531616,0.039750205,0.098283831,FALSE,TRUE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV1721_AKIW781
ASV1731,-0.171387645,0.583527134,-0.293709812,0.77150464,0.870445417,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,Gemmata,ASV1731_Gemmata
ASV1732,-0.800126894,0.606225816,-1.319849588,0.199336907,0.353388351,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Tepidisphaera,Tepidisphaera,ASV1732_Tepidisphaera
ASV1733,-0.855986519,0.54455111,-1.571912173,0.129062591,0.252417165,FALSE,TRUE,D-BSC,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Verrucomicrobiaceae,NA,Verrucomicrobiaceae,ASV1733_Verrucomicrobiaceae
ASV174,1.578329464,0.630689947,2.502544192,0.019543156,0.05581934,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,Adhaeribacter,ASV174_Adhaeribacter
ASV1742,0.189787183,0.499516529,0.379941747,0.707330197,0.830922839,FALSE,TRUE,D-BSC,Bacteria,Myxococcota,Polyangiia,Polyangiales,BIrii41,NA,BIrii41,ASV1742_BIrii41
ASV1747,-0.395634466,0.617203614,-0.64101126,0.527589591,0.700436535,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter,ASV1747_Flavisolibacter
ASV1764,-1.305350456,0.516498216,-2.52730874,0.018492533,0.054022272,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomataceae,NA,Spirosomataceae,ASV1764_Spirosomataceae
ASV1766,-0.830555202,0.457204359,-1.816595109,0.08179027,0.175638073,FALSE,TRUE,D-BSC,Bacteria,Bacillota,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Sporacetigenium,Sporacetigenium,ASV1766_Sporacetigenium
ASV1769,-0.24515618,0.589027515,-0.416204972,0.680958504,0.811293433,FALSE,TRUE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV1769_AKIW781
ASV179,-4.730335754,0.457419455,-10.34135235,2.54E-10,1.85E-08,TRUE,TRUE,D-BSC,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera,Truepera,ASV179_Truepera
ASV1799,0.143323416,0.537462216,0.266666961,0.792003459,0.888589246,FALSE,TRUE,D-BSC,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,Sumerlaea,ASV1799_Sumerlaea
ASV1800,-0.537420342,0.630629459,-0.852196697,0.40252918,0.582574539,FALSE,TRUE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV1800_AKIW781
ASV1810,-0.729792019,0.429123091,-1.700658935,0.101931055,0.209126155,FALSE,TRUE,D-BSC,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV1810_Abditibacterium
ASV1812,-0.259002984,0.578066212,-0.448050722,0.658135175,0.792317071,FALSE,TRUE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,AKYG1722,NA,AKYG1722,ASV1812_AKYG1722
ASV1815,0.243150699,0.523990521,0.464036447,0.646803197,0.787334253,FALSE,TRUE,D-BSC,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV1815_Abditibacterium
ASV1817,-1.055492519,0.498367684,-2.117899199,0.044733688,0.10741001,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,Isosphaeraceae,ASV1817_Isosphaeraceae
ASV1822,-0.722796222,0.730999044,-0.988778616,0.332636033,0.512438685,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Nibribacter,Nibribacter,ASV1822_Nibribacter
ASV1825,-1.532130898,0.61330858,-2.49814033,0.019735695,0.056185658,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV1825_WD2101_soil_group
ASV1827,-1.215170348,0.478539508,-2.539331292,0.018001644,0.053078914,FALSE,FALSE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,Isosphaeraceae,ASV1827_Isosphaeraceae
ASV1828,0.549262176,0.576664323,0.952481634,0.350347776,0.530682766,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,PMMR1,PMMR1,ASV1828_PMMR1
ASV183,-1.478838892,0.588639179,-2.512301162,0.019122772,0.054977969,FALSE,FALSE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomataceae,Fibrella,Fibrella,ASV183_Fibrella
ASV1831,-2.157728927,0.457405764,-4.717319054,8.52E-05,6.72E-04,TRUE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia,ASV1831_Tautonia
ASV1843,-1.013834264,0.529100787,-1.916145824,0.067331592,0.149359927,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,CL500-29_marine_group,ASV1843_CL500-29_marine_group
ASV185,1.664776568,0.716858956,2.322320945,0.029019774,0.077563556,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,Sphingomonadaceae,ASV185_Sphingomonadaceae
ASV1850,0.575220667,0.499568167,1.151435789,0.260895181,0.423047102,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,NA,Sphingobacteriaceae,ASV1850_Sphingobacteriaceae
ASV1851,0.413096635,0.478880631,0.862629657,0.396879398,0.577159059,FALSE,TRUE,D-BSC,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Verrucomicrobiaceae,NA,Verrucomicrobiaceae,ASV1851_Verrucomicrobiaceae
ASV1859,-1.206284741,0.426178132,-2.83047076,0.00924953,0.031264513,TRUE,TRUE,D-BSC,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus,Microlunatus,ASV1859_Microlunatus
ASV186,-2.628448231,0.58752634,-4.473753857,1.58E-04,0.001153217,TRUE,TRUE,D-BSC,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus,Blastococcus,ASV186_Blastococcus
ASV1860,-0.772103275,0.57615444,-1.340097762,0.192763868,0.346657656,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,Gemmata,ASV1860_Gemmata
ASV1862,-0.335876362,0.587584519,-0.571622211,0.572893119,0.729895898,FALSE,TRUE,D-BSC,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV1862_Armatimonadaceae
ASV1868,-0.902387757,0.556060178,-1.622823917,0.117691142,0.233263932,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides,ASV1868_Nocardioides
ASV1872,-1.042133789,0.491158897,-2.121785423,0.044374585,0.106841286,FALSE,TRUE,D-BSC,Bacteria,Myxococcota,Polyangiia,Polyangiales,Polyangiaceae,Jahnella,Jahnella,ASV1872_Jahnella
ASV1879,-0.629847174,0.553368956,-1.138204749,0.266270074,0.428582035,FALSE,TRUE,D-BSC,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,A4b,NA,A4b,ASV1879_A4b
ASV1881,0.400160136,0.508269714,0.787298801,0.43881331,0.618847547,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,Gemmata,ASV1881_Gemmata
ASV1882,-1.077342696,0.525972774,-2.048286052,0.051622312,0.119994417,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,Azospirillum,ASV1882_Azospirillum
ASV1884,-2.143040343,0.626856705,-3.418708496,0.002251572,0.009989208,TRUE,TRUE,D-BSC,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Cystobacter,Cystobacter,ASV1884_Cystobacter
ASV1886,-1.817071492,0.54390075,-3.340814465,0.002725951,0.011454234,TRUE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,Roseomonas,ASV1886_Roseomonas
ASV189,1.744223415,0.66661584,2.616534608,0.015127591,0.046067994,FALSE,FALSE,D-BSC,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,JGI 0001001-H03,JGI_0001001-H03,ASV189_JGI_0001001-H03
ASV1897,-0.367602038,0.5282203,-0.695925616,0.493160206,0.670329736,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium,ASV1897_Novosphingobium
ASV19,-1.007226088,0.527465825,-1.909557057,0.068214484,0.15093534,FALSE,TRUE,D-BSC,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Aridibacter,Aridibacter,ASV19_Aridibacter
ASV1901,-0.228047337,0.489493896,-0.465883924,0.645499085,0.786842678,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,67-14,ASV1901_67-14
ASV1905,-0.405214503,0.459805878,-0.881272994,0.386910849,0.566506465,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,Gemmataceae,ASV1905_Gemmataceae
ASV1910,-0.475698405,0.444606027,-1.069932426,0.295292713,0.465019515,FALSE,TRUE,D-BSC,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,NA,Deinococcaceae,ASV1910_Deinococcaceae
ASV1912,0.483876264,0.549886906,0.879955967,0.387609686,0.566506465,FALSE,TRUE,D-BSC,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV1912_Armatimonadaceae
ASV1916,0.096406233,0.662963343,0.14541714,0.885595939,0.943915672,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV1916_WD2101_soil_group
ASV192,1.826256326,0.501797737,3.639427183,0.001303172,0.006583655,FALSE,FALSE,D-BSC,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,Blastocatella,ASV192_Blastocatella
ASV1921,0.465880458,0.490299942,0.950194806,0.351484617,0.53148366,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,Gemmataceae,ASV1921_Gemmataceae
ASV1929,0.296957552,0.515211144,0.576380298,0.56972479,0.727981677,FALSE,TRUE,D-BSC,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,NA,Longimicrobiaceae,ASV1929_Longimicrobiaceae
ASV193,-3.79303947,0.585076733,-6.482977801,1.05E-06,1.84E-05,TRUE,TRUE,D-BSC,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Micrococcaceae,NA,Micrococcaceae,ASV193_Micrococcaceae
ASV1930,-0.853594935,0.430301088,-1.983715494,0.058839505,0.134270828,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia,ASV1930_Tautonia
ASV1932,0.250954013,0.509357372,0.492687506,0.626710803,0.775843119,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Baekduia,Baekduia,ASV1932_Baekduia
ASV1933,-0.504658219,0.439855285,-1.147327852,0.262555358,0.424165218,FALSE,TRUE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,JG30-KF-CM45,ASV1933_JG30-KF-CM45
ASV194,-4.854960482,0.405674281,-11.96763195,1.32E-11,2.31E-09,TRUE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Belnapia,Belnapia,ASV194_Belnapia
ASV1943,0.235936708,0.522205947,0.451807777,0.655464218,0.792317071,FALSE,TRUE,D-BSC,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV1943_Abditibacterium
ASV1944,0.793927916,0.594334319,1.335827144,0.19413594,0.347694286,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Actinobacteria,Euzebyales,Euzebyaceae,NA,Euzebyaceae,ASV1944_Euzebyaceae
ASV1947,-1.378449705,0.536238821,-2.570589167,0.016781563,0.050229747,FALSE,TRUE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,JG30-KF-CM45,ASV1947_JG30-KF-CM45
ASV196,1.375526567,0.569625433,2.414791349,0.023727927,0.066468615,FALSE,TRUE,D-BSC,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,Luteolibacter,ASV196_Luteolibacter
ASV1960,-0.177676661,0.572521182,-0.310340764,0.758980853,0.865991208,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,Edaphobaculum,ASV1960_Edaphobaculum
ASV1963,0.590881932,0.528449847,1.11814193,0.274574141,0.440301331,FALSE,TRUE,D-BSC,Bacteria,Myxococcota,Polyangiia,Polyangiales,Phaselicystaceae,Phaselicystis,Phaselicystis,ASV1963_Phaselicystis
ASV1971,-1.419167327,0.449649254,-3.156165203,0.00426982,0.016568391,TRUE,TRUE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,JG30-KF-CM45,ASV1971_JG30-KF-CM45
ASV1975,-1.132222376,0.498349475,-2.271944556,0.032337863,0.083372545,FALSE,TRUE,D-BSC,Bacteria,Rhodothermota,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,Rhodothermaceae,ASV1975_Rhodothermaceae
ASV1978,-1.502267689,0.549772352,-2.732526807,0.011606045,0.037156349,TRUE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,Isosphaeraceae,ASV1978_Isosphaeraceae
ASV1982,-1.185504003,0.520462076,-2.277791326,0.031935762,0.082797401,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV1982_WD2101_soil_group
ASV1987,1.189248187,0.542264923,2.193112882,0.038227634,0.095399194,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,Fimbriiglobus,ASV1987_Fimbriiglobus
ASV199,1.245203583,0.568051814,2.192059864,0.038312491,0.095399194,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhabdus,Rhizorhabdus,ASV199_Rhizorhabdus
ASV1993,0.832763014,0.554764138,1.501111837,0.146369467,0.278101987,FALSE,TRUE,D-BSC,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,Pedosphaera,Pedosphaera,ASV1993_Pedosphaera
ASV20,1.96746521,0.609530374,3.227837846,0.003590099,0.014459663,TRUE,TRUE,D-BSC,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV20_Abditibacterium
ASV2007,0.397366416,0.631730173,0.62901288,0.535282408,0.706285889,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,Pontibacter,ASV2007_Pontibacter
ASV201,0.058402199,0.354144897,0.164910463,0.8703956,0.938401804,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,Acidimicrobiaceae,ASV201_Acidimicrobiaceae
ASV2013,-0.974403248,0.525143459,-1.85549916,0.075847841,0.164086666,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Alphaproteobacteria Incertae Sedis,Neomegalonemataceae,Acuticoccus,Acuticoccus,ASV2013_Acuticoccus
ASV2014,-1.809769769,0.517380932,-3.497944468,0.001851755,0.008701259,TRUE,TRUE,D-BSC,Bacteria,Myxococcota,Polyangiia,Polyangiales,Polyangiaceae,NA,Polyangiaceae,ASV2014_Polyangiaceae
ASV2018,0.383369935,0.512315428,0.748308392,0.461544896,0.638275695,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,Solirubrobacteraceae,ASV2018_Solirubrobacteraceae
ASV202,-3.686371615,0.502973294,-7.329159735,1.43E-07,3.69E-06,TRUE,TRUE,D-BSC,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus,Microlunatus,ASV202_Microlunatus
ASV2023,-1.301065024,0.598511361,-2.173835135,0.039808325,0.098283831,FALSE,TRUE,D-BSC,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera,Truepera,ASV2023_Truepera
ASV2039,-0.253692766,0.521848989,-0.486142104,0.631275816,0.779286812,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV2039_WD2101_soil_group
ASV2056,-1.715004497,0.493602946,-3.474461629,0.00196241,0.008946167,TRUE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,Acetobacteraceae,ASV2056_Acetobacteraceae
ASV206,2.390980783,0.499387308,4.787828493,7.12E-05,6.04E-04,TRUE,TRUE,D-BSC,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV206_Armatimonadaceae
ASV2065,-1.195232481,0.622288117,-1.920705936,0.066726407,0.148394095,FALSE,TRUE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,JG30-KF-CM45,ASV2065_JG30-KF-CM45
ASV2069,-0.067853244,0.485691871,-0.139704303,0.890059419,0.946364881,FALSE,TRUE,D-BSC,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV2069_Armatimonadaceae
ASV207,-0.082695786,0.647376927,-0.127739779,0.899419228,0.952839279,FALSE,TRUE,D-BSC,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,Blastocatella,ASV207_Blastocatella
ASV2070,-1.37632088,0.490260495,-2.807325682,0.009761591,0.032678492,TRUE,TRUE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,Roseiflexaceae,ASV2070_Roseiflexaceae
ASV2073,-0.741649763,0.464037509,-1.598253911,0.123070343,0.24226009,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV2073_WD2101_soil_group
