taxon,lfc,se,W,p,q,diff_robust,passed_ss,Biocrust,Kingdom,Phylum,Class,Order,Family,Genus,Lowest,label
ASV128,0.716087918,0.919507495,0.778773335,0.443724499,0.621757285,FALSE,TRUE,D-BSC,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,Longimicrobium,Longimicrobium,ASV128_Longimicrobium
ASV1281,-2.517372331,0.606001252,-4.154071175,3.57E-04,0.002301919,TRUE,TRUE,D-BSC,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,Roseisolibacter,ASV1281_Roseisolibacter
ASV1283,0.758476056,0.465123822,1.630697074,0.116009486,0.231489249,FALSE,TRUE,D-BSC,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,A4b,NA,A4b,ASV1283_A4b
ASV1285,-0.321616208,0.484036472,-0.664446228,0.512738773,0.689115785,FALSE,TRUE,D-BSC,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Bryobacter,ASV1285_Bryobacter
ASV1286,-2.146150667,0.490417579,-4.376169944,2.03E-04,0.001385728,TRUE,TRUE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV1286_AKIW781
ASV1287,0.534291739,0.658964861,0.810804599,0.425445654,0.609572954,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas,ASV1287_Sphingomonas
ASV1289,-2.562600009,0.486410823,-5.268386084,2.11E-05,2.19E-04,TRUE,TRUE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,JG30-KF-CM45,ASV1289_JG30-KF-CM45
ASV1291,-0.45160255,0.62074375,-0.727518481,0.47394646,0.651303784,FALSE,TRUE,D-BSC,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV1291_Armatimonadaceae
ASV1299,-0.133690291,0.544292853,-0.245621985,0.808063172,0.895116872,FALSE,TRUE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,AKIW781,ASV1299_AKIW781
ASV13,1.264690619,0.370989238,3.408968485,0.002306177,0.01017979,FALSE,FALSE,D-BSC,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,Blastocatella,ASV13_Blastocatella
ASV130,-0.394738709,0.508885181,-0.775693072,0.4455071,0.622997128,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Piscinibacter,Piscinibacter,ASV130_Piscinibacter
ASV1306,-1.297575904,0.599149079,-2.165697904,0.040493061,0.099134272,FALSE,TRUE,D-BSC,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,Roseisolibacter,ASV1306_Roseisolibacter
ASV1309,-2.875002458,0.504095897,-5.703284781,7.10E-06,8.38E-05,TRUE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia,ASV1309_Tautonia
ASV131,0.87646755,0.802480181,1.092198376,0.285588928,0.452182469,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rubellimicrobium,Rubellimicrobium,ASV131_Rubellimicrobium
ASV1310,0.652243298,0.563928495,1.156606385,0.258816534,0.422385417,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Solirubrobacter,ASV1310_Solirubrobacter
ASV1312,-1.035644376,0.58028099,-1.784729111,0.086952756,0.1831246,FALSE,TRUE,D-BSC,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,Nitrospira,ASV1312_Nitrospira
ASV1316,-1.243219818,0.445632941,-2.789784382,0.010167436,0.03328217,TRUE,TRUE,D-BSC,Bacteria,Bacillota,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus,Tumebacillus,ASV1316_Tumebacillus
ASV1319,-1.43885451,0.514847734,-2.794718547,0.010051691,0.033087574,TRUE,TRUE,D-BSC,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,Gemmatimonadaceae,ASV1319_Gemmatimonadaceae
ASV132,-2.374209626,0.538196117,-4.411420949,1.86E-04,0.001297312,TRUE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Psychroglaciecola,Psychroglaciecola,ASV132_Psychroglaciecola
ASV1322,0.58985139,0.51062103,1.155164701,0.259394879,0.422385417,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,Gemmata,ASV1322_Gemmata
ASV1324,-0.160626627,0.538286203,-0.298403759,0.767963317,0.870445417,FALSE,TRUE,D-BSC,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,Blastocatella,ASV1324_Blastocatella
ASV1326,-0.374154271,0.595552423,-0.628247415,0.535775223,0.706285889,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter,ASV1326_Hymenobacter
ASV1332,0.174093839,0.59366029,0.293254984,0.771848053,0.870445417,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas,ASV1332_Brevundimonas
ASV1333,-1.476113753,0.650475185,-2.269285266,0.032522272,0.083601371,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,Isosphaeraceae,ASV1333_Isosphaeraceae
ASV1334,-1.163069967,0.54489689,-2.134477162,0.043219759,0.10463731,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Solirubrobacter,ASV1334_Solirubrobacter
ASV134,-2.045244138,0.67231248,-3.042103485,0.005613772,0.020108346,TRUE,TRUE,D-BSC,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,A4b,NA,A4b,ASV134_A4b
ASV1342,-1.421676259,0.715619611,-1.986636808,0.058494657,0.134184594,FALSE,TRUE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,JG30-KF-CM45,ASV1342_JG30-KF-CM45
ASV1344,0.475307471,0.588824025,0.807214806,0.427470657,0.611471938,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter,ASV1344_Hymenobacter
ASV1349,0.615108094,0.586223838,1.049271719,0.304504918,0.476948564,FALSE,TRUE,D-BSC,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV1349_Armatimonadaceae
ASV1350,0.433447377,0.529503693,0.818591794,0.421073418,0.604299126,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter,ASV1350_Segetibacter
ASV1353,-1.303764357,0.516732198,-2.523094867,0.018667515,0.054204015,FALSE,FALSE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,JG30-KF-CM45,ASV1353_JG30-KF-CM45
ASV1354,0.183223391,0.507129959,0.361294749,0.721040271,0.839133418,FALSE,TRUE,D-BSC,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV1354_Abditibacterium
ASV1356,0.567715361,0.57534272,0.986742931,0.333612828,0.512438685,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,Gemmata,ASV1356_Gemmata
ASV1365,0.170848773,0.533162879,0.320443864,0.751405258,0.862037112,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Cellulomonadaceae,Actinotalea,Actinotalea,ASV1365_Actinotalea
ASV1367,-0.332275606,0.61015579,-0.544575028,0.591070445,0.746525388,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Solirubrobacter,ASV1367_Solirubrobacter
ASV1368,-1.498674472,0.673431233,-2.225430599,0.035704581,0.090714546,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia,ASV1368_Tautonia
ASV137,-2.553256455,0.448175845,-5.69699702,7.21E-06,8.40E-05,TRUE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Rhodocytophaga,Rhodocytophaga,ASV137_Rhodocytophaga
ASV1370,-0.632214225,0.540847652,-1.168932179,0.253910683,0.420845679,FALSE,TRUE,D-BSC,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA,Fimbriimonadaceae,ASV1370_Fimbriimonadaceae
ASV1372,1.435435459,0.550054782,2.609622724,0.015366267,0.046632353,TRUE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Zavarzinella,Zavarzinella,ASV1372_Zavarzinella
ASV1376,-0.875836132,0.576537589,-1.519131015,0.14179451,0.272228792,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Tepidisphaera,Tepidisphaera,ASV1376_Tepidisphaera
ASV1379,-1.377469007,0.497696638,-2.76768799,0.010701408,0.034769631,TRUE,TRUE,D-BSC,Bacteria,Myxococcota,Polyangiia,Polyangiales,Polyangiaceae,Aetherobacter,Aetherobacter,ASV1379_Aetherobacter
ASV1381,0.54525701,0.614428232,0.887421804,0.383659009,0.564508374,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,Gemmata,ASV1381_Gemmata
ASV1384,-0.524620618,0.665024807,-0.788873758,0.437909685,0.618847547,FALSE,TRUE,D-BSC,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV1384_Armatimonadaceae
ASV139,-3.247463259,0.509456112,-6.37437295,1.37E-06,2.29E-05,TRUE,TRUE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,JG30-KF-CM45,ASV139_JG30-KF-CM45
ASV1395,0.715092894,0.633813539,1.12823859,0.270371861,0.434384203,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,Iamia,ASV1395_Iamia
ASV14,-1.456983071,0.377373558,-3.860850982,7.48E-04,0.004166131,TRUE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,NA,Beijerinckiaceae,ASV14_Beijerinckiaceae
ASV140,-5.093002723,0.434381431,-11.72472476,2.02E-11,2.92E-09,TRUE,TRUE,D-BSC,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,Marmoricola,ASV140_Marmoricola
ASV1401,-2.287732115,0.73289121,-3.121516651,0.004641353,0.017261882,TRUE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,Isosphaeraceae,ASV1401_Isosphaeraceae
ASV1404,-1.057509688,0.434057427,-2.436335891,0.022630039,0.06380211,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,PMMR1,PMMR1,ASV1404_PMMR1
ASV1410,-2.183497531,0.576424136,-3.788005037,8.99E-04,0.004760355,TRUE,TRUE,D-BSC,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,Oxalobacteraceae,ASV1410_Oxalobacteraceae
ASV1412,0.641247413,0.52175684,1.229015824,0.2309804,0.394290761,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,Chitinophagaceae,ASV1412_Chitinophagaceae
ASV1416,-1.903984172,0.531140955,-3.584706006,0.001493327,0.00737383,TRUE,TRUE,D-BSC,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Bryobacter,ASV1416_Bryobacter
ASV1419,-0.460249344,0.497686314,-0.92477798,0.364287073,0.544251114,FALSE,TRUE,D-BSC,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,Vicinamibacteraceae,ASV1419_Vicinamibacteraceae
ASV1420,0.949728217,0.555585719,1.70941798,0.100274638,0.206211844,FALSE,TRUE,D-BSC,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,NA,Pedosphaeraceae,ASV1420_Pedosphaeraceae
ASV1426,-0.986566619,0.608522427,-1.621249399,0.118029878,0.233389397,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV1426_WD2101_soil_group
ASV1427,-0.285338907,0.489639484,-0.582753059,0.565495251,0.727981677,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter,ASV1427_Flavisolibacter
ASV143,-2.49439897,0.57058908,-4.371620587,2.05E-04,0.001390984,TRUE,TRUE,D-BSC,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,JG30-KF-CM45,ASV143_JG30-KF-CM45
ASV1430,0.201087895,0.726659386,0.276729233,0.784357363,0.882589672,FALSE,TRUE,D-BSC,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus,ASV1430_Paenibacillus
ASV1435,-1.020787862,0.596440004,-1.7114678,0.099890309,0.206211844,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Microvirga,Microvirga,ASV1435_Microvirga
ASV1439,-0.452189192,0.509386353,-0.887713598,0.383505135,0.564508374,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Parviterribacter,Parviterribacter,ASV1439_Parviterribacter
ASV1445,-1.183613249,0.664367233,-1.781564757,0.087480354,0.183792858,FALSE,TRUE,D-BSC,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV1445_Armatimonadaceae
ASV1449,-0.333506335,0.551629635,-0.604583789,0.551129136,0.7169721,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,NA,Beijerinckiaceae,ASV1449_Beijerinckiaceae
ASV145,-4.277172273,0.52109407,-8.208061696,2.00E-08,6.98E-07,TRUE,TRUE,D-BSC,Bacteria,Actinomycetota,Actinobacteria,Micromonosporales,Micromonosporaceae,Mangrovihabitans,Mangrovihabitans,ASV145_Mangrovihabitans
ASV1450,0.35548934,0.572784974,0.620633146,0.540690575,0.709496233,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,Fimbriiglobus,ASV1450_Fimbriiglobus
ASV146,0.068774182,0.34885183,0.197144391,0.845374621,0.918880694,FALSE,TRUE,D-BSC,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,NA,Longimicrobiaceae,ASV146_Longimicrobiaceae
ASV1461,-0.057581599,0.476781205,-0.120771536,0.904877418,0.953996217,FALSE,TRUE,D-BSC,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV1461_Abditibacterium
ASV1465,0.686001853,0.587281529,1.168097103,0.254240868,0.420845679,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia,ASV1465_Tautonia
ASV1470,0.502234643,0.544233051,0.922830104,0.36528086,0.544512949,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium,ASV1470_Flavobacterium
ASV1479,-0.226598874,0.547472554,-0.413899971,0.682622918,0.811293433,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Intrasporangiaceae,Pedococcus-Phycicoccus,Pedococcus-Phycicoccus,ASV1479_Pedococcus-Phycicoccus
ASV148,-0.980802083,0.645386035,-1.519713831,0.141648508,0.272228792,FALSE,TRUE,D-BSC,Bacteria,Chloroflexota,Anaerolineae,Ardenticatenales,Ardenticatenaceae,NA,Ardenticatenaceae,ASV148_Ardenticatenaceae
ASV1481,0.124179026,0.583977804,0.2126434,0.833400894,0.911947081,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Iamiaceae,Aquihabitans,Aquihabitans,ASV1481_Aquihabitans
ASV1482,-2.162043501,0.466483895,-4.634765586,1.05E-04,8.13E-04,TRUE,TRUE,D-BSC,Bacteria,Myxococcota,Polyangiia,Nannocystales,Nannocystaceae,Nannocystis,Nannocystis,ASV1482_Nannocystis
ASV1484,-2.469129475,0.521516029,-4.734522691,8.16E-05,6.72E-04,TRUE,TRUE,D-BSC,Bacteria,Myxococcota,Polyangiia,Haliangiales,Haliangiaceae,NA,Haliangiaceae,ASV1484_Haliangiaceae
ASV1489,-0.632009121,0.58154279,-1.086780083,0.287928939,0.455063097,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,Cyclobacteriaceae,ASV1489_Cyclobacteriaceae
ASV1490,0.181576937,0.485692373,0.373851736,0.711797018,0.832812039,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Baekduia,Baekduia,ASV1490_Baekduia
ASV1491,-0.643335857,0.605175839,-1.063056084,0.298336463,0.46896775,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,WD2101_soil_group,ASV1491_WD2101_soil_group
ASV1492,-1.268663989,0.40109745,-3.162981933,0.004200176,0.016388187,TRUE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Enterovirga,Enterovirga,ASV1492_Enterovirga
ASV1494,-1.915296575,0.549882422,-3.483102023,0.001920965,0.008931977,TRUE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia,ASV1494_Tautonia
ASV1496,-1.218369056,0.578922416,-2.104546347,0.045987486,0.109226887,FALSE,TRUE,D-BSC,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV1496_Abditibacterium
ASV15,1.306030051,0.359114256,3.636809262,0.001311703,0.006588669,FALSE,FALSE,D-BSC,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,NA,Chthoniobacteraceae,ASV15_Chthoniobacteraceae
ASV1501,0.74670831,0.646517931,1.154969219,0.259473372,0.422385417,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,Gemmata,ASV1501_Gemmata
ASV1503,0.394783619,0.535386491,0.737380613,0.46803936,0.644800167,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,MWH-CFBk5,NA,MWH-CFBk5,ASV1503_MWH-CFBk5
ASV151,1.407448465,0.73946978,1.90332114,0.069059399,0.151860978,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,Adhaeribacter,ASV151_Adhaeribacter
ASV1511,0.220226553,0.597370368,0.368659989,0.715613322,0.833928058,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,NA,Tepidisphaeraceae,ASV1511_Tepidisphaeraceae
ASV1515,-0.99027446,0.476936643,-2.076322873,0.048741605,0.114516567,FALSE,TRUE,D-BSC,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Chthoniobacter,ASV1515_Chthoniobacter
ASV1527,-0.477994787,0.612005051,-0.781030789,0.442420827,0.621757285,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium,Aquabacterium,ASV1527_Aquabacterium
ASV153,3.176606676,0.52258431,6.078649153,2.81E-06,3.90E-05,TRUE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter,ASV153_Segetibacter
ASV1530,0.195532299,0.582869678,0.335464867,0.740189236,0.855721419,FALSE,TRUE,D-BSC,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Chthoniobacter,ASV1530_Chthoniobacter
ASV1531,0.165414791,0.530587422,0.311757845,0.75791678,0.865911433,FALSE,TRUE,D-BSC,Bacteria,Myxococcota,Polyangiia,Polyangiales,Polyangiaceae,Pajaroellobacter,Pajaroellobacter,ASV1531_Pajaroellobacter
ASV155,-0.590016844,0.429107384,-1.374986463,0.181837078,0.328358691,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Siphonobacter,Siphonobacter,ASV155_Siphonobacter
ASV1552,0.635264513,0.547677093,1.159925293,0.257488735,0.422385417,FALSE,TRUE,D-BSC,Bacteria,Myxococcota,Polyangiia,Haliangiales,Haliangiaceae,NA,Haliangiaceae,ASV1552_Haliangiaceae
ASV1554,-0.215591117,0.498934896,-0.432102702,0.669524282,0.801124621,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,Gemmata,ASV1554_Gemmata
ASV1555,-0.713502114,0.61859138,-1.153430419,0.260091863,0.422528418,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas,ASV1555_Sphingomonas
ASV1560,-0.865502983,0.743428003,-1.164205518,0.255783771,0.421801916,FALSE,TRUE,D-BSC,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,67-14,ASV1560_67-14
ASV1563,-1.332254648,0.424150014,-3.140998716,0.004428783,0.016612686,TRUE,TRUE,D-BSC,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV1563_Abditibacterium
ASV1568,-1.969792064,0.626642445,-3.143406707,0.004403169,0.0165878,TRUE,TRUE,D-BSC,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,NA,Myxococcaceae,ASV1568_Myxococcaceae
ASV157,0.729788997,0.354299881,2.059805933,0.050420817,0.117828326,FALSE,TRUE,D-BSC,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Chthoniobacter,ASV157_Chthoniobacter
ASV1572,-0.328657785,0.685937087,-0.479136922,0.636178119,0.782024861,FALSE,TRUE,D-BSC,Bacteria,Chloroflexota,Anaerolineae,Ardenticatenales,Ardenticatenaceae,NA,Ardenticatenaceae,ASV1572_Ardenticatenaceae
ASV1576,0.263025701,0.66473343,0.395685983,0.695832213,0.824061456,FALSE,TRUE,D-BSC,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia,ASV1576_Tautonia
ASV158,-2.500960567,0.698555312,-3.580189751,0.001510182,0.007404768,TRUE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Rhodocytophaga,Rhodocytophaga,ASV158_Rhodocytophaga
ASV1581,1.099925343,0.585801695,1.877641105,0.072635827,0.158313498,FALSE,TRUE,D-BSC,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,Armatimonadaceae,ASV1581_Armatimonadaceae
ASV1586,0.676551551,0.480869612,1.406933468,0.172265661,0.314073533,FALSE,TRUE,D-BSC,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter,ASV1586_Flavisolibacter
ASV1588,0.109706995,0.494913204,0.221669162,0.826446748,0.906291666,FALSE,TRUE,D-BSC,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,Sumerlaea,ASV1588_Sumerlaea
ASV1589,-1.830506046,0.538883349,-3.396850266,0.002375915,0.010382747,TRUE,TRUE,D-BSC,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,Vicinamibacteraceae,ASV1589_Vicinamibacteraceae
ASV159,0.259154468,0.528099397,0.490730474,0.62807413,0.776431103,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Microvirga,Microvirga,ASV159_Microvirga
ASV1591,0.971310945,0.511348169,1.899509969,0.069580269,0.152413922,FALSE,TRUE,D-BSC,Bacteria,Myxococcota,Polyangiia,Polyangiales,Phaselicystaceae,Phaselicystis,Phaselicystis,ASV1591_Phaselicystis
ASV1595,0.027565408,0.488608601,0.056416134,0.955477363,0.976857503,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,PMMR1,PMMR1,ASV1595_PMMR1
ASV1596,-2.161716999,0.564683421,-3.828192786,8.12E-04,0.004397414,TRUE,TRUE,D-BSC,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,NA,Blastocatellaceae,ASV1596_Blastocatellaceae
ASV1598,-1.538837521,0.447232755,-3.440797892,0.002132356,0.009557329,TRUE,TRUE,D-BSC,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Abditibacterium,ASV1598_Abditibacterium
ASV16,-0.074412229,0.3626757,-0.205175667,0.839165137,0.915643358,FALSE,TRUE,D-BSC,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Chthoniobacter,ASV16_Chthoniobacter
ASV160,2.917124551,0.762269209,3.826895431,8.15E-04,0.004397414,TRUE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,Sphingomonadaceae,ASV160_Sphingomonadaceae
ASV1600,0.301749862,0.537372879,0.561527896,0.579644058,0.735281432,FALSE,TRUE,D-BSC,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rubellimicrobium,Rubellimicrobium,ASV1600_Rubellimicrobium
